,img_name,L2_0,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6,L2_7,L2_8,L2_9,L2_10,L2_11,L2_12,L2_13,L2_14,L2_15,L2_16,L2_17,L2_18,L2_19,L2_20,L2_21,L2_22,L2_23,L2_24,L2_25,L2_26,L2_27,L2_28,L2_29,L2_30,L2_31,L2_32,L2_33,L2_34,L2_35,L2_36,L2_37,L2_38,L2_39,L2_40,L2_41,L2_42,L2_43,L2_44,L2_45,L2_46,L2_47,L2_48,L2_49,L2_50,L2_51,L2_52,L2_53,L2_54,L2_55,L2_56,L2_57,L2_58,L2_59,L2_60,L2_61,L2_62,L2_63,L2_64,L2_65,L2_66,L2_67,L2_68,L2_69,L2_70,L2_71,L2_72,L2_73,L2_74,L2_75,L2_76,L2_77,L2_78,L2_79,L2_80,L2_81,L2_82,L2_83,L2_84,L2_85,L2_86,L2_87,L2_88,L2_89,L2_90,L2_91,L2_92,L2_93,L2_94,L2_95,L2_96,L2_97,L2_98,L2_99,L2_100,L2_101,L2_102,L2_103,L2_104,L2_105,L2_106,L2_107,L2_108,L2_109,L2_110,L2_111,L2_112,L2_113,L2_114,L2_115,L2_116,L2_117,L2_118,L2_119,L2_120,L2_121,L2_122,L2_123,L2_124,L2_125,L2_126,L2_127
0,gyeongnam_203.jpg,0.13964792,0.16979845,0.13672163,0.10887346,0.17659819,0.12339665,0.12034323,0.24508396,0.14995442,0.2889297,0.12202432,0.117296726,0.07994641,0.18766388,0.19023022,0.15738738,0.12889647,0.14743912,0.15726818,0.20663127,0.09750189,0.1668761,0.15607724,0.14747837,0.13261536,0.23448023,0.16158627,0.18678163,0.1752864,0.19550306,0.17261285,0.23364861,0.19208209,0.15999357,0.11078172,0.10987377,0.33987722,0.17521866,0.22646408,0.31623873,0.24137624,0.2779479,0.17717472,0.28317213,0.14907067,0.19674258,0.18310577,0.15304269,0.23461424,0.14281599,0.14065942,0.12006878,0.1937601,0.1495411,0.25115287,0.1708686,0.1389614,0.14270532,0.4043999,0.18620265,0.21143258,0.12281099,0.13185073,0.22583877,0.16235887,0.12519419,0.36730713,0.3020051,0.1499775,0.13521007,0.14383188,0.10908701,0.1409947,0.089614816,0.30750406,0.20522836,0.11873137,0.23143132,0.15479147,0.13763179,0.1189324,0.24289373,0.20378058,0.23803787,0.29813376,0.21230029,0.24046981,0.1382407,0.19913939,0.11702077,0.16999543,0.10457807,0.12103965,0.19761969,0.12380886,0.16445248,0.30608377,0.31795657,0.17942604,0.2970295,0.113042936,0.19371058,0.2060541,0.19240685,0.12825814,0.18246736,0.3838311,0.21782392,0.1744678,0.16846411,0.15215401,0.14386037,0.18944825,0.1020879,0.16159965,0.15416346,0.15063266,0.087613836,0.1538468,0.24815765,0.19338371,0.27522326,0.16923118,0.20941372,0.08782856,0.11312618,0.30549157,0.15165263
1,gyeongbuk_194.jpg,0.14062482,0.19340177,0.15084216,0.10831544,0.1869951,0.13272151,0.11358427,0.2446713,0.15242909,0.3078277,0.11263923,0.12606445,0.096261874,0.19781965,0.17714314,0.16563305,0.13794827,0.14481194,0.18716119,0.21180552,0.1427273,0.1734161,0.12873267,0.16483974,0.15997602,0.23311394,0.16869266,0.17862757,0.1973193,0.23121451,0.17868587,0.24306843,0.19161656,0.18858956,0.11115541,0.12029922,0.3372133,0.16384982,0.23395002,0.3227376,0.25009817,0.3106272,0.1778012,0.29576755,0.16080453,0.20122541,0.18129484,0.1556145,0.23180506,0.15182818,0.16033474,0.11562922,0.18986544,0.1551737,0.25540015,0.19186604,0.15992637,0.15100703,0.4087326,0.20226064,0.20973797,0.12880528,0.13391517,0.22192696,0.16173045,0.13377239,0.3604649,0.30279022,0.16116464,0.12314427,0.14341858,0.10629035,0.14183198,0.08574005,0.2985085,0.19504336,0.11122024,0.23517838,0.19620875,0.12847908,0.14327525,0.24619253,0.21285312,0.23486252,0.30324826,0.21098965,0.23718618,0.15407827,0.19168401,0.112360075,0.1673415,0.07842592,0.13908988,0.19433887,0.11524811,0.1785433,0.3040893,0.32444945,0.18287867,0.2868146,0.13049851,0.20437077,0.2396393,0.197379,0.12170058,0.21434388,0.3752675,0.22065604,0.17713179,0.1702304,0.166495,0.14899836,0.19133373,0.111782305,0.14762466,0.15929829,0.1702336,0.098339014,0.16809162,0.2566053,0.20015563,0.26631978,0.1795727,0.21646543,0.100368075,0.11819156,0.32284686,0.1490287
2,gyeongnam_217.jpg,0.14195447,0.17832497,0.1424412,0.10219374,0.19098695,0.12118947,0.11455106,0.23305969,0.15072535,0.30213577,0.1084868,0.120008126,0.09066645,0.19951575,0.17237116,0.16636036,0.15337093,0.15140086,0.20886095,0.208067,0.14993979,0.16551933,0.13298696,0.15739258,0.1515599,0.23836988,0.16628118,0.19671915,0.20352395,0.21912335,0.16944496,0.24713963,0.19041651,0.17154102,0.109707855,0.11754373,0.33898723,0.15948659,0.22648667,0.30416638,0.22780338,0.32592148,0.17669214,0.29908717,0.17010146,0.20216031,0.18018483,0.14998513,0.23798165,0.14334461,0.15617724,0.11572174,0.18740551,0.15512381,0.25495067,0.17837279,0.16781643,0.15456185,0.3904373,0.19672821,0.21323426,0.13223097,0.13045053,0.2271364,0.16761932,0.12671728,0.36033246,0.29676813,0.15330899,0.12272558,0.14760956,0.09468623,0.13416035,0.09872641,0.29818293,0.20577659,0.109468594,0.24021435,0.18119963,0.13593328,0.1509095,0.23359966,0.20567563,0.2292425,0.29908344,0.2102231,0.23106714,0.13743773,0.18995842,0.11584069,0.16186285,0.08564044,0.14631198,0.2063631,0.11000684,0.17042129,0.3033547,0.3186455,0.17970891,0.2860874,0.12334631,0.18926355,0.23346117,0.19216111,0.13567401,0.19127904,0.37607554,0.22177602,0.17043696,0.18787411,0.15887678,0.15333909,0.18418248,0.105321564,0.14161098,0.164279,0.14167476,0.10651458,0.16085657,0.26237908,0.19029966,0.26740393,0.18049511,0.22118694,0.0869367,0.10695523,0.32153913,0.15206538
3,jeju_102.jpg,0.15197869,0.17306156,0.14505203,0.10685721,0.17731042,0.1334275,0.1026894,0.24861571,0.14460333,0.2975255,0.11338508,0.13498959,0.10245418,0.19127634,0.17638595,0.15239367,0.16273656,0.16035013,0.17636387,0.2093225,0.09580791,0.16425934,0.12288455,0.15565169,0.154578,0.23996492,0.17211539,0.18255107,0.18022639,0.22413242,0.18661389,0.24181455,0.2040121,0.17851211,0.092936605,0.11460062,0.34965754,0.19385469,0.22403221,0.32011986,0.2603863,0.28417337,0.16497995,0.29305622,0.14440942,0.20914559,0.18893427,0.17388916,0.23816335,0.1804302,0.13334699,0.12404155,0.18656859,0.14804791,0.24725552,0.18407638,0.13876122,0.14165223,0.4098844,0.18470694,0.21990834,0.11309752,0.13573581,0.21684851,0.16755345,0.121713616,0.3630865,0.29772785,0.14495842,0.13149725,0.14700776,0.098107934,0.14478488,0.090577945,0.30698106,0.20453179,0.11765816,0.23364131,0.19155139,0.13208687,0.12622252,0.24345256,0.20068243,0.20334801,0.29551128,0.21457943,0.23082718,0.16283646,0.19455598,0.10261458,0.14796466,0.101133496,0.13977623,0.2043407,0.122965045,0.16074656,0.29555178,0.32155907,0.16869302,0.30511758,0.12184118,0.1959128,0.21993737,0.19592902,0.14692731,0.18996403,0.37935495,0.22052087,0.16566078,0.1468177,0.1578474,0.15570098,0.18079197,0.1051506,0.15422669,0.1514488,0.15569991,0.08270229,0.15643981,0.25803787,0.2120068,0.25962836,0.1774091,0.22043946,0.091255814,0.10682589,0.3065108,0.14250006
4,jeju_116.jpg,0.13261437,0.17558382,0.1391505,0.11185567,0.17565867,0.15041232,0.10144877,0.255162,0.15733495,0.3036593,0.12471307,0.1440799,0.09145617,0.19560535,0.18033445,0.15506302,0.16090868,0.17689845,0.15823862,0.20743029,0.081281655,0.15898061,0.11579204,0.15612482,0.15081514,0.238796,0.16483653,0.18009524,0.17152627,0.2308394,0.18332665,0.23914824,0.20680556,0.15413575,0.111066625,0.120288014,0.35398364,0.19061024,0.23129557,0.32573003,0.26115382,0.29402468,0.16035779,0.28363034,0.1482464,0.22237086,0.17975885,0.16550422,0.2507402,0.17998916,0.122204885,0.116697304,0.1987836,0.13883501,0.2647963,0.17264085,0.14825274,0.1323695,0.4039031,0.18839568,0.22395541,0.12366295,0.12571794,0.2217528,0.16686961,0.11719679,0.36540133,0.2930213,0.14091337,0.12203163,0.14724262,0.108576894,0.14330108,0.08018839,0.30679268,0.2182398,0.12167195,0.23442905,0.17729007,0.1253076,0.13812746,0.25474054,0.21086276,0.20852482,0.30012915,0.2263591,0.23478739,0.17463647,0.19630243,0.113258265,0.15512717,0.092796326,0.1411874,0.20464021,0.111415535,0.16318898,0.2953056,0.31850213,0.19016515,0.2903667,0.12850682,0.19734909,0.23007242,0.21851362,0.12162273,0.201308,0.40021387,0.22342752,0.17874195,0.15556806,0.16413604,0.15479383,0.19594587,0.11668491,0.14671303,0.14768463,0.16296017,0.08077293,0.1518007,0.26116216,0.20425154,0.25196096,0.18388577,0.21775977,0.11251507,0.09646419,0.33309963,0.14268255
5,gyeongbuk_143.jpg,0.14712253,0.18068014,0.14725038,0.11656366,0.18405305,0.13146885,0.11131147,0.2388988,0.15382336,0.3050625,0.116877005,0.12167062,0.10580568,0.19293097,0.1821212,0.15895416,0.142135,0.14475662,0.16887632,0.2047762,0.089340985,0.1610887,0.124129824,0.14703259,0.15399946,0.24156687,0.16804835,0.18891297,0.17801647,0.23886953,0.19242086,0.2447906,0.20052774,0.17382427,0.098941326,0.11041715,0.34637263,0.17811444,0.23465785,0.31626397,0.24893841,0.30231288,0.16376127,0.28492618,0.15775038,0.18636616,0.18785425,0.1552832,0.25311816,0.1661833,0.15127137,0.11035675,0.18729132,0.14912273,0.2667783,0.1795379,0.15083928,0.13968739,0.40339708,0.1971149,0.21873005,0.13313536,0.1382186,0.2214988,0.17410456,0.1343636,0.36338156,0.29568648,0.14944027,0.13339902,0.15201707,0.11804654,0.14566767,0.10206595,0.30465403,0.19731246,0.118193015,0.24108694,0.17383052,0.14120865,0.12522092,0.24006093,0.21089238,0.2282427,0.3016357,0.2172833,0.22202146,0.14721477,0.18114498,0.119578004,0.16614115,0.09947758,0.13180657,0.19544216,0.10545717,0.1787079,0.29971945,0.32604423,0.17331465,0.30901107,0.12014049,0.18974528,0.2315139,0.19373786,0.11820449,0.20070112,0.3955738,0.22309107,0.17615974,0.15234697,0.15659004,0.15074871,0.18369193,0.11334472,0.13251014,0.16199192,0.1530093,0.09774533,0.15481167,0.24499036,0.2132865,0.2662422,0.18705198,0.22022621,0.10215837,0.11041265,0.31376174,0.14759693
6,gyeongbuk_157.jpg,0.1484185,0.18116626,0.15218179,0.11561686,0.16962571,0.13312584,0.12918927,0.25252736,0.15281819,0.30026698,0.12470874,0.1412751,0.10480566,0.1976808,0.18756682,0.15894091,0.15470941,0.14528424,0.1723891,0.20505601,0.10964145,0.14966011,0.12976202,0.16546035,0.16048035,0.24660753,0.15879409,0.1857857,0.18875897,0.2344602,0.17454028,0.24935025,0.18538861,0.18159162,0.11570072,0.1342981,0.3431624,0.17131028,0.24149753,0.33778203,0.25453568,0.30045125,0.16418849,0.2843905,0.15161769,0.20542674,0.17737603,0.1496382,0.24176662,0.18788585,0.12852918,0.11836501,0.18519261,0.1543907,0.2663625,0.18310477,0.14813171,0.14230065,0.42193943,0.2076493,0.22992305,0.12047371,0.14683492,0.21274683,0.16402322,0.12429081,0.36346576,0.29482675,0.15947834,0.13576806,0.15360606,0.11252407,0.13498722,0.09115875,0.3009729,0.19452049,0.12477109,0.23417403,0.15173014,0.13251221,0.1347793,0.25184807,0.21029109,0.22640945,0.2951284,0.20610006,0.23713347,0.16080013,0.18157986,0.119725384,0.15749657,0.09151393,0.13720861,0.20703676,0.12374222,0.17844252,0.2952542,0.31700972,0.19367424,0.30646816,0.116847076,0.19566877,0.23529999,0.19341442,0.12819725,0.19127814,0.374479,0.22136205,0.1783306,0.14792359,0.17156987,0.1497965,0.20690748,0.11729343,0.13548815,0.16174196,0.14590068,0.0913163,0.15852913,0.22971165,0.20153317,0.26103148,0.18165164,0.22099082,0.10222899,0.10742131,0.31754923,0.14511155
7,gyeongbuk_24.jpg,0.14716037,0.17288111,0.13979442,0.1009746,0.17307842,0.15104035,0.09166755,0.24781145,0.13593407,0.2912404,0.11040388,0.15115911,0.09399275,0.18143597,0.1657781,0.14961083,0.14891979,0.16123119,0.16313991,0.20399009,0.08172886,0.1551966,0.12757714,0.15748252,0.14960447,0.23953947,0.15421018,0.195621,0.1646811,0.2246675,0.19254424,0.23963502,0.18387291,0.14715895,0.11369349,0.10145842,0.34791988,0.17744726,0.22481392,0.3217149,0.25172186,0.29064402,0.16966283,0.28739625,0.15143892,0.21472865,0.18896256,0.14610474,0.2452833,0.16955121,0.13561353,0.11442279,0.17375927,0.12800974,0.25877625,0.17790091,0.13381031,0.13744473,0.39023057,0.18577297,0.21161048,0.10780411,0.12683204,0.21912688,0.14365578,0.11439409,0.3650027,0.29176047,0.14897612,0.13372782,0.15412845,0.08903268,0.15608326,0.08357264,0.3034039,0.19608794,0.12148564,0.23289396,0.17748784,0.13967986,0.123886734,0.24055965,0.19971852,0.21148646,0.28981555,0.20113114,0.2226075,0.15653977,0.18019369,0.10969131,0.16091034,0.08377396,0.13718474,0.20339835,0.11547153,0.16826332,0.30282226,0.31806695,0.17784481,0.32240903,0.12510769,0.19392388,0.21213645,0.2104623,0.13130489,0.18827496,0.39444214,0.22368482,0.17520994,0.14862189,0.16709405,0.13017207,0.19279334,0.11800427,0.15670127,0.14147101,0.15082291,0.08624239,0.14857773,0.24195084,0.21865338,0.2616542,0.1784465,0.2117958,0.08941889,0.108936206,0.29313496,0.14108685
8,gyeongnam_9.jpg,0.12879242,0.1727913,0.14108607,0.10315288,0.16856499,0.14336832,0.103922404,0.26274016,0.15122387,0.3019494,0.1197335,0.1535578,0.07518221,0.1820264,0.17051342,0.14671792,0.14067651,0.16987853,0.17129728,0.21545552,0.057681073,0.16191724,0.10752303,0.15363638,0.1593081,0.23917365,0.16367202,0.18512022,0.17129257,0.21523045,0.17341278,0.24818459,0.17955852,0.16500103,0.09626731,0.11315807,0.3613033,0.1853054,0.22043851,0.32900506,0.25287172,0.29855743,0.16820446,0.279263,0.15214407,0.21347077,0.17992269,0.1742794,0.24844322,0.1518611,0.11967468,0.110756524,0.18154043,0.14617732,0.2716299,0.1550393,0.14764237,0.11454632,0.4082706,0.18190199,0.2035593,0.1177454,0.12970716,0.22417875,0.15941298,0.1062289,0.36040622,0.29667658,0.15150489,0.122072704,0.15777828,0.08712606,0.15601872,0.08188035,0.3080594,0.21237311,0.13555357,0.23304118,0.16682626,0.13597113,0.12350283,0.2513758,0.20606327,0.21349218,0.3012405,0.2014733,0.22526753,0.14084604,0.17882177,0.11426597,0.14415658,0.08290984,0.14298135,0.2062921,0.10641097,0.17247212,0.29244933,0.3115428,0.16535322,0.29755622,0.14026766,0.18387227,0.22992368,0.21357204,0.1314577,0.18596669,0.39386702,0.22370483,0.18601309,0.15961191,0.16661187,0.12846595,0.1759881,0.10158371,0.13275208,0.15825382,0.17238776,0.08457158,0.14634393,0.23633067,0.20887229,0.2697527,0.17308363,0.20867188,0.11646033,0.09361152,0.3056042,0.1479613
9,gyeongbuk_0.jpg,0.13606934,0.18346861,0.13878554,0.107662395,0.17574419,0.1371503,0.1225287,0.24441536,0.13659112,0.30814618,0.1307337,0.12017224,0.09333381,0.20097362,0.18556489,0.17208129,0.16002429,0.1509443,0.18653253,0.20032042,0.1022957,0.15873526,0.11408883,0.16725281,0.16917828,0.22990613,0.14852214,0.21761914,0.18625914,0.23648173,0.201507,0.23952289,0.1993389,0.1925557,0.10878349,0.14165209,0.35853568,0.18333425,0.22840069,0.31869873,0.25565332,0.30187228,0.16640092,0.28651753,0.15038033,0.21972044,0.19485489,0.15005463,0.2621958,0.1681597,0.15001798,0.10610215,0.19774486,0.14545523,0.2764618,0.18282056,0.14857447,0.13450414,0.41845784,0.20423292,0.22368948,0.11660558,0.13675298,0.2261446,0.14891933,0.12098357,0.35034293,0.30064675,0.15442859,0.14087424,0.15614052,0.09525887,0.14747366,0.091081366,0.30797523,0.2047882,0.1306521,0.23449385,0.16570148,0.1223587,0.110696405,0.25044447,0.20156376,0.21021765,0.293797,0.20479731,0.24102648,0.202119,0.17290193,0.11820968,0.15197892,0.07802726,0.1429818,0.19204147,0.11816461,0.1660385,0.2831737,0.32023463,0.1828109,0.3134212,0.13368137,0.2078055,0.23170613,0.20167992,0.13221748,0.20468427,0.38388574,0.22646922,0.17925014,0.16040125,0.16885369,0.15707351,0.18779679,0.11877153,0.15428704,0.16288838,0.18195538,0.092556514,0.15364273,0.23886605,0.21439658,0.2553714,0.18962169,0.20479389,0.10281225,0.094271734,0.31862083,0.14390013
